strategy_convergent_episode,network_convergent_episode,temptation,reward,punishment,sucker,final_strategy,defection_ratio,R+S-T-P,game,h
18091.0,18906.0,1.2,1.0,0.0,-0.1,1.0,0.6242462992668152,-0.29999999999999993,PD,5
15898.0,17781.0,1.36,1.0,0.0,-0.74,1.0,0.8884764909744263,-1.1,PD,5
15898.0,27098.0,1.01,1.0,0.0,-0.34,1.0,0.8854528069496155,-0.3500000000000001,PD,5
15898.0,23720.0,1.95,1.0,0.0,-0.69,1.0,0.9180017113685608,-1.64,PD,5
15898.0,24927.0,1.65,1.0,0.0,-0.49,1.0,0.9218116998672485,-1.14,PD,5
40317.0,40468.0,1.01,1.0,0.0,-0.46,1.0,0.9165513515472412,-0.47,PD,5
15898.0,30523.0,1.37,1.0,0.0,-0.82,1.0,0.9333289861679077,-1.19,PD,5
15898.0,21552.0,1.92,1.0,0.0,-0.04,1.0,0.8382052779197693,-0.96,PD,5
15898.0,16324.0,1.15,1.0,0.0,-0.23,1.0,0.7973535656929016,-0.3799999999999999,PD,5
16538.0,20811.0,1.01,1.0,0.0,-0.07,1.0,0.6980923414230347,-0.08000000000000007,PD,5
15898.0,19648.0,1.44,1.0,0.0,-0.11,1.0,0.8723025321960449,-0.5499999999999999,PD,5
15898.0,34626.0,2.38,1.0,0.0,-0.41,1.0,0.9423843622207642,-1.7899999999999998,PD,5
15898.0,16324.0,1.12,1.0,0.0,-0.09,1.0,0.8320876955986023,-0.21000000000000008,PD,5
15898.0,34093.0,2.21,1.0,0.0,-0.91,1.0,0.9414836168289185,-2.12,PD,5
40578.0,45297.0,2.33,1.0,0.0,-0.81,1.0,0.9547210335731506,-2.14,PD,5
15898.0,17781.0,1.32,1.0,0.0,-0.96,1.0,0.8918508291244507,-1.28,PD,5
15898.0,34626.0,2.16,1.0,0.0,-0.68,1.0,0.9423843622207642,-1.8400000000000003,PD,5
15898.0,30523.0,1.47,1.0,0.0,-0.62,1.0,0.9344756603240967,-1.0899999999999999,PD,5
15898.0,33763.0,2.02,1.0,0.0,-0.73,1.0,0.9409412741661072,-1.75,PD,5
15898.0,30523.0,1.67,1.0,0.0,-0.18,1.0,0.9301182627677917,-0.8499999999999999,PD,5
40578.0,,1.79,1.0,0.0,-0.65,1.0,0.9586689472198486,-1.44,PD,5
15898.0,16324.0,1.01,1.0,0.0,-0.72,1.0,0.8679245114326477,-0.73,PD,5
15898.0,34626.0,2.18,1.0,0.0,-0.46,1.0,0.9423843622207642,-1.6400000000000001,PD,5
15898.0,16682.0,1.46,1.0,0.0,-0.86,1.0,0.8833473324775696,-1.3199999999999998,PD,5
15898.0,16324.0,1.07,1.0,0.0,-0.21,1.0,0.7973535656929016,-0.28,PD,5
15898.0,16324.0,1.01,1.0,0.0,-0.93,1.0,0.8723351955413818,-0.9400000000000001,PD,5
15898.0,16682.0,1.52,1.0,0.0,-0.02,1.0,0.8555928468704224,-0.54,PD,5
15898.0,30523.0,1.77,1.0,0.0,-0.24,1.0,0.9073485732078552,-1.01,PD,5
15898.0,16324.0,1.01,1.0,0.0,-0.8,1.0,0.8697623014450073,-0.81,PD,5
15898.0,21552.0,1.92,1.0,0.0,-0.99,1.0,0.9101707339286804,-1.91,PD,5
15898.0,16324.0,1.12,1.0,0.0,-0.19,1.0,0.7973535656929016,-0.31000000000000005,PD,5
15898.0,30523.0,1.76,1.0,0.0,-0.3,1.0,0.9203223586082458,-1.06,PD,5
40578.0,45658.0,1.06,1.0,0.0,-0.28,1.0,0.5090892910957336,-0.3400000000000001,PD,5
15898.0,30523.0,1.79,1.0,0.0,-0.24,1.0,0.9073485732078552,-1.03,PD,5
15898.0,30523.0,1.63,1.0,0.0,-0.93,1.0,0.9352946877479553,-1.56,PD,5
15898.0,20992.0,2.52,1.0,0.0,-0.65,1.0,0.9078696370124817,-2.17,PD,5
15898.0,16324.0,1.09,1.0,0.0,-0.89,1.0,0.879135012626648,-0.9800000000000001,PD,5
15898.0,18906.0,1.26,1.0,0.0,-0.15,1.0,0.7739341855049133,-0.41000000000000003,PD,5
15898.0,27098.0,1.01,1.0,0.0,-0.38,1.0,0.885784924030304,-0.39,PD,5
15898.0,20992.0,2.52,1.0,0.0,-0.67,1.0,0.9078696370124817,-2.19,PD,5
15898.0,20992.0,2.67,1.0,0.0,-0.94,1.0,0.9078696370124817,-2.61,PD,5
15898.0,30523.0,1.29,1.0,0.0,-0.69,1.0,0.9333289861679077,-0.98,PD,5
15898.0,33763.0,2.04,1.0,0.0,-0.68,1.0,0.9409412741661072,-1.7200000000000002,PD,5
15898.0,23720.0,2.0,1.0,0.0,-0.28,1.0,0.8987352252006531,-1.28,PD,5
15898.0,24927.0,1.67,1.0,0.0,-0.37,1.0,0.9218116998672485,-1.04,PD,5
15898.0,19648.0,1.5,1.0,0.0,-0.12,1.0,0.873320460319519,-0.62,PD,5
15898.0,30523.0,1.22,1.0,0.0,-0.53,1.0,0.9344756603240967,-0.75,PD,5
15898.0,16324.0,1.01,1.0,0.0,-0.88,1.0,0.873254120349884,-0.89,PD,5
15898.0,34626.0,2.13,1.0,0.0,-0.29,1.0,0.9291861653327942,-1.42,PD,5
15898.0,34626.0,2.1,1.0,0.0,-0.25,1.0,0.9177496433258057,-1.35,PD,5
40578.0,43289.0,1.84,1.0,0.0,-0.44,1.0,0.9528055787086487,-1.28,PD,5
15898.0,16324.0,1.29,1.0,0.0,-0.24,1.0,0.8401739597320557,-0.53,PD,5
15898.0,17781.0,1.4,1.0,0.0,-0.51,1.0,0.8918508291244507,-0.9099999999999999,PD,5
15898.0,23720.0,2.02,1.0,0.0,-0.48,1.0,0.9180017113685608,-1.5,PD,5
15898.0,34626.0,2.39,1.0,0.0,-0.58,1.0,0.9423843622207642,-1.9700000000000002,PD,5
15898.0,20992.0,2.72,1.0,0.0,-0.97,1.0,0.9078696370124817,-2.6900000000000004,PD,5
15898.0,34626.0,2.42,1.0,0.0,-0.89,1.0,0.9423843622207642,-2.31,PD,5
